tieu_de,gia,dia_chi,dien_tich_dat,phong_ngu,phong_tam,so_tang,phap_ly,ngay_dang
"Bán đất tặng nhà HXH 8m đường Chuyên Dùng 9, P. Phú Thuận, Q. 7","9,5 tỷ","Hẻm 77, Đường Chuyên Dùng 9, Phường Phú Mỹ, Quận 7, Hồ Chí Minh","159,1 m²",3 phòng,3 phòng,2 tầng,Sổ đỏ/ Sổ hồng,16/03/2026
"Nhà phố cực đẹp và rộng đầy đủ nội thất sang trọng đường Phạm Hữu Lầu Quận 7 - giá 8.9 tỷ, 8x14m","8,9 tỷ","Đường Phạm Hữu Lầu, Phường Phú Mỹ, Quận 7, Hồ Chí Minh","110,2 m²",4 phòng,5 phòng,3 tầng,Sổ hồng,17/03/2026
Bán nhà 4 tầng HXH đường số Tân Quy - DT sàn 320m2 5PN - oto ngủ nhà vào ở ngay - nhỉnh 13 tỷ,"13,55 tỷ","Đường Số 12, Phường Tân Quy, Quận 7, Hồ Chí Minh",80 m²,5 phòng,5 phòng,4 tầng,Sổ đỏ/ Sổ hồng,24/03/2026
Ngay Ngã 4 Phan Đăng Lưu - Phú Nhuận - 70m2 - ngang 6m - nở hậu - có 1pn trệt cho người lớn tuổi,"7,35 tỷ","Phố Phan Đăng Lưu, Phường 1, Quận Phú Nhuận, Hồ Chí Minh",70 m²,3 phòng,3 phòng,2 tầng,Sổ đỏ/ Sổ hồng,24/03/2026
"Nhà đẹp 5.1x26m, hẻm ô tô, gần Phan Văn Hớn, 7.9 tỷ TL, quận 12","7,9 tỷ","Đường Phan Văn Hớn, Phường Tân Thới Nhất, Quận 12, Hồ Chí Minh",140 m²,N/A,N/A,N/A,Sổ đỏ/ Sổ hồng,20/03/2026
"Bán nhà riêng tại Cách Mạng Tháng Tám, 5,65 tỷ, 40m2, 2PN, 2WC","5,65 tỷ","Đường Cách Mạng Tháng Tám, Phường 5, Quận Tân Bình, Hồ Chí Minh",40 m²,2 phòng,2 phòng,1 tầng,Sổ đỏ/ Sổ hồng,29/03/2026
NHÀ 5 x 20m - XÂY 4 TẦNG - KHU ĐƯỜNG QUỐC HƯƠNG - P. THẢO ĐIỀN,25 tỷ,"Đường Quốc Hương, Phường Thảo Điền, Quận 2, Hồ Chí Minh",100 m²,4 phòng,5 phòng,4 tầng,Sổ hồng,16/03/2026
"BÁN NHÀ 60m2 HXH PHÚ THỌ HOÀ-(4,4 x12,5 -nở hậu 5,2m) CHỈ 7T5","7,5 tỷ","Đường Phú Thọ Hòa, Phường Phú Thọ Hòa, Quận Tân Phú, Hồ Chí Minh",60 m²,2 phòng,2 phòng,2 tầng,Sổ đỏ/ Sổ hồng,28/03/2026
"Bán nhà hẻm 525 Huỳnh Văn Bánh, P14, Phú Nhuận - 4.6mx16m - Giá 13.8 tỷ","13,8 tỷ","Đường Huỳnh Văn Bánh, Phường 14, Quận Phú Nhuận, Hồ Chí Minh",74 m²,N/A,N/A,2 tầng,N/A,21/03/2026
"Bán nhà đường Điện Biên Phủ Q10 - bên Q3 75m2(4x19)HXH thông, khu kinh doanh sầm uất giá chỉ 10 tỷ",10 tỷ,"Đường Điện Biên Phủ, Phường 11, Quận 10, Hồ Chí Minh",75 m²,3 phòng,2 phòng,2 tầng,Sổ đỏ/ Sổ hồng,16/03/2026
Chỉ 60 tr/m2 có ngay CHDV 17 phòng Q12 gần depot Metro doanh thu khủng 70tr/tháng tin thật 100%,9 tỷ,"Đường Tân Thới Nhất 17, Phường Tân Thới Nhất, Quận 12, Hồ Chí Minh",145 m²,17 phòng,17 phòng,3 tầng,Sổ đỏ/ Sổ hồng,31/03/2026
"8 tỷ nhỏ nhà Lâm Văn Bền Quận 7 xe hơi đỗ cửa, DT 75.2m2, ngang 4.2m",Thỏa thuận,"Đường Lâm Văn Bền, Phường Tân Quy, Quận 7, Hồ Chí Minh","75,2 m²",2 phòng,2 phòng,2 tầng,Sổ đỏ/ Sổ hồng,30/03/2026
"Siêu phẩm 4,4m x 18m. 5 tầng thang máy 1/ hẻm 8m Thạnh Xuân 25. View kênh","8,79 tỷ","Đường Thạnh Xuân 25, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",75 m²,4 phòng,6 phòng,5 tầng,Sổ đỏ/ Sổ hồng,30/03/2026
"Siêu phẩm nhà đẹp 4x22m 1 lửng 3 lầu 1/ ngắn 20m ra đường Nguyễn Thị Kiểu, gần tiểu học Lê Văn Thọ","8,49 tỷ","Đường Nguyễn Thị Kiểu, Phường Tân Thới Hiệp, Quận 12, Hồ Chí Minh",84 m²,5 phòng,5 phòng,5 tầng,Sổ đỏ/ Sổ hồng,30/03/2026
"Bán nhà cạnh Aeon Tân Phú 60 m2, 3 tầng hẻm 4 m oto 5 tỷ",5 tỷ,"Đường Bờ Bao Tân Thắng, Phường Sơn Kỳ, Quận Tân Phú, Hồ Chí Minh",60 m²,3 phòng,3 phòng,3 tầng,Sổ đỏ/ Sổ hồng,24/03/2026
"Bán nhà phố 36m2 tại Huỳnh Tịnh Của, 6PN, 4WC, Q3, HCM hàng hiếm giá tốt chỉ 9,5 tỷ, còn bớt lộc","9,5 tỷ","Đường Huỳnh Tịnh Của, Phường Võ Thị Sáu, Quận 3, Hồ Chí Minh",36 m²,6 phòng,4 phòng,4 tầng,Sổ đỏ/ Sổ hồng,25/03/2026
"Đi nước ngoài bán nhà Phạm Văn Chí, 60m2, 3 tầng BTCT 3PN 3WC, chính chủ ở lâu đời, gần mặt tiền","5,8 tỷ","Đường Phạm Văn Chí, Phường 3, Quận 6, Hồ Chí Minh",60 m²,3 phòng,3 phòng,3 tầng,Sổ đỏ/ Sổ hồng,17/03/2026
"Chỉ 7,8 tỷ (bằng giá hẻm) - có nhà mặt tiền thụt Trần Đình Xu - cho thuê 216 triệu/ năm","7,8 tỷ","Đường Trần Đình Xu, Phường Cô Giang, Quận 1, Hồ Chí Minh","31,9 m²",2 phòng,2 phòng,3 tầng,Sổ đỏ/ Sổ hồng,17/03/2026
Đường 12m ngay chơ Nguyễn Sơn Phường Phú Thọ Hòa Dt 4mx19m cấp 4 giá 8.9 tỷ,"8,9 tỷ","Đường Nguyễn Sơn, Phường Phú Thọ Hòa, Quận Tân Phú, Hồ Chí Minh",78 m²,N/A,N/A,N/A,Sổ đỏ/ Sổ hồng,23/03/2026
NHÀ ĐẸP LUNG LINH 4 TẦNG GIÁ TỐT NHẤT KHU VỰC LIÊN KHU 4-5,5 tỷ,"Đường Liên khu 4-5, Phường Bình Hưng Hòa B, Quận Bình Tân, Hồ Chí Minh",60 m²,4 phòng,5 phòng,4 tầng,Sổ đỏ/ Sổ hồng,31/03/2026
"Bán nhà khu vip quận 8, Dương Bá Trạc, 3 tầng, hẻm 6m, 4,5 x 17m, nhỉnh 5 tỷ","5,8 tỷ","Đường Dương Bá Trạc, Phường 1, Quận 8, Hồ Chí Minh","76,5 m²",N/A,N/A,3 tầng,Sổ đỏ/ Sổ hồng,19/03/2026
"Bán nhà Phan Huy Ích ngang 5.2m hiếm, gần Emart Gò Vấp, full nội thất, đầy đủ công năng, chỉ 5 tỷ 7","5,75 tỷ","Đường Phan Huy Ích, Phường 14, Quận Gò Vấp, Hồ Chí Minh","67,6 m²",3 phòng,2 phòng,2 tầng,Sổ đỏ/ Sổ hồng,30/03/2026
Bán khu nhà kinh doanh mặt tiền đường 42 có thu nhập 32 triệu/tháng,"17,5 tỷ","Đường Số 42, Phường Bình Trưng Đông, Quận 2, Hồ Chí Minh","192,5 m²",5 phòng,N/A,1 tầng,Sổ đỏ/ Sổ hồng,18/03/2026
"Bán nhà đường Nguyễn Phúc Nguyên, Q3, vị trí trung tâm Sài Gòn, DT 45m2, LH0904 472 ***",Thỏa thuận,"Đường Nguyễn Phúc Nguyên, Phường 10, Quận 3, Hồ Chí Minh",45 m²,N/A,N/A,3 tầng,Sổ đỏ/ Sổ hồng,25/03/2026
HẺM XE HƠI THĂNG LONG - 7M X 21M - TRỆT 3 LẦU - GIÁ 21 TỶ - NHÀ ĐẸP Ở NGAY,21 tỷ,"Đường Thăng Long, Phường 4, Quận Tân Bình, Hồ Chí Minh",142 m²,N/A,N/A,4 tầng,Sổ đỏ/ Sổ hồng,25/03/2026
"LÂM VĂN BỀN Q7, NHÀ NGANG KHỦNG 6.5M 4 TẦNG 3 PHÒNG NGỦ NGAY CẠNH LOTTE CHỈ 5 TỶ NHỈNH","5,9 tỷ","Đường Lâm Văn Bền, Phường Tân Kiểng, Quận 7, Hồ Chí Minh",46 m²,3 phòng,3 phòng,4 tầng,Sổ đỏ/ Sổ hồng,27/03/2026
B.Á.N NHÀ 4 TẦNG - XE HƠI VÀO TẬN CỬA - BÌNH TRƯNG TÂY - 61M2 - 6.x TỶ - KHU DÂN TRÍ,6 tỷ,"Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh",61 m²,N/A,N/A,4 tầng,N/A,21/03/2026
Bán nhà Hẻm VIP 8m Thông Vườn Lài Diện Tích Ngang 5 - Kết nối giao thông thuận tiện Giá nhỉnh 8 tỷ,9 tỷ,"Đường Vườn Lài, Phường Tân Thành, Quận Tân Phú, Hồ Chí Minh",65 m²,N/A,N/A,2 tầng,Sổ đỏ/ Sổ hồng,24/03/2026
"Bán nhà 2 mặt tiền , ngang gần 6 mét , hẽm xe hơi gần khu cityland Gò Vấp","10,65 tỷ","Đường Thống Nhất, Phường 15, Quận Gò Vấp, Hồ Chí Minh",60 m²,2 phòng,5 phòng,N/A,Sổ đỏ/ Sổ hồng,25/03/2026
"Biệt thự mini 10m x 15,5m. 1 Hầm 3 Lầu Khu Biệt Thự Phú Nhuận 1/ Lê Thị Riêng","14,98 tỷ","1/, Đường Lê Thị Riêng, Phường Thới An, Quận 12, Hồ Chí Minh","152,5 m²",5 phòng,5 phòng,4 tầng,Sổ đỏ/ Sổ hồng,19/03/2026
LÝ THƯỜNG KIỆT GẦN ĐH BÁCH KHOA- HẺM NHỰA 8M - 60M2 5PN.,"9,5 tỷ","Phố Lý Thường Kiệt, Phường 9, Quận Tân Bình, Hồ Chí Minh",60 m²,5 phòng,4 phòng,3 tầng,Sổ đỏ/ Sổ hồng,29/03/2026
"Chính chủ tìm chủ mới cho CHDV Huỳnh Tấn Phát 5 tầng 16PN hẻm oto ngủ trong nhà, hẻm thông - nở hậu","13,1 tỷ","Đường Huỳnh Tấn Phát, Phường Tân Thuận Đông, Quận 7, Hồ Chí Minh","122,2 m²",16 phòng,13 phòng,5 tầng,Sổ đỏ/ Sổ hồng,23/03/2026
"Bán nhà Tôn Đản, 100m2, ngang 5x20m, 3 tầng, 10 phòng trọ, thu nhập 20 triệu/tháng",9 tỷ,"Đường Tôn Đản, Phường 10, Quận 4, Hồ Chí Minh",100 m²,10 phòng,10 phòng,3 tầng,Sổ đỏ/ Sổ hồng,18/03/2026
"Rất hiếm! Bán 2 căn liền kề Kỳ Đồng (6,5mx14,5m) CPXD 6 tầng thang máy, 14 CHDV giá 20,5 tỷ còn TL","20,5 tỷ","Phố Kỳ Đồng, Phường 9, Quận 3, Hồ Chí Minh",91 m²,N/A,N/A,6 tầng,N/A,26/03/2026
"Nhà 3Tỷ4/72,5m2 ngay LỮ GIA -QUẬN 11. Gần trường THCS Lữ Gia đang cho thuê 22 Triệu/Tháng","3,4 tỷ","Đường Lữ Gia, Phường 15, Quận 11, Hồ Chí Minh","72,5 m²",N/A,N/A,4 tầng,Sổ đỏ/ Sổ hồng,30/03/2026
"BÁn nhà HXH5M đường Cộng Hòa, Tân Bình. DT 4.2x18 Nở hậu tài Lộc. DTCN 75m2- nhà 1 Lầu. Giá cực TỐT","8,39 tỷ","Đường Cộng Hòa, Phường 13, Quận Tân Bình, Hồ Chí Minh",75 m²,4 phòng,2 phòng,2 tầng,Sổ đỏ/ Sổ hồng,30/03/2026
"Đẳng cấp nhà hiện đại view sông rất thoáng mát Phú Mỹ quận 7 ngay Phú Mỹ Hưng - Giá 16,9 tỷ, 5x18m","16,9 tỷ","Phường Phú Mỹ, Quận 7, Hồ Chí Minh",90 m²,4 phòng,5 phòng,4 tầng,Sổ đỏ/ Sổ hồng,17/03/2026
"Bán gấp nhà cấp 4 hẻm xe hơi, kinh doanh, phố Cống Quỳnh Quận 1 chỉ 19.5 tỷ","19,5 tỷ","Đường Cống Quỳnh, Phường Nguyễn Cư Trinh, Quận 1, Hồ Chí Minh",82 m²,7 phòng,6 phòng,4 tầng,Sổ đỏ/ Sổ hồng,28/03/2026
"Đường 6m xe hơi chạy tới nhà, DT 65m2, 3 tầng đúc, Đường Trần Văn Cơ, VIP Tân Phú, giá chỉ 5 tỷ 9","5,9 tỷ","Phố Thạch Lam, Phường Phú Thạnh, Quận Tân Phú, Hồ Chí Minh",65 m²,3 phòng,3 phòng,3 tầng,Sổ đỏ/ Sổ hồng,29/03/2026
"Khu vip hiếm nhà bán - Đặng Văn Ngữ, Phú Nhuận - 3 tầng - 65.4m2 - hẻm 6m - nhỉnh 9 tỷ - sát bên Q3","9,55 tỷ","Đường Đặng Văn Ngữ, Phường 13, Quận Phú Nhuận, Hồ Chí Minh","65,4 m²",3 phòng,4 phòng,3 tầng,Sổ đỏ/ Sổ hồng,28/03/2026
"Sát khu phố ẩm thực Phan Xích Long, 4 tầng, 70m2, ngang 5,2m, 6 CHDV thu nhập 30tr, nhỉnh 8 tỷ","8,2 tỷ","Đường Phan Xích Long, Phường 7, Quận Phú Nhuận, Hồ Chí Minh",70 m²,6 phòng,6 phòng,4 tầng,Sổ đỏ/ Sổ hồng,30/03/2026
"Hồ Biểu Chánh, Phú Nhuận, mới ở ngay, 4 Tẩng, 50m2, 4Pn, gần hẻm XH, 12.25 Tỷ","12,25 tỷ","Đường Hồ Biểu Chánh, Phường 11, Quận Phú Nhuận, Hồ Chí Minh",51 m²,4 phòng,3 phòng,4 tầng,Sổ đỏ/ Sổ hồng,27/03/2026
"Bán nhà ngang khủng 8m KDC Bình Lợi P. 13 Bình Thạnh, 8x18m, 4 tầng. View sông Sài Gòn cực đẹp!","20,5 tỷ","Đường Bình Lợi, Phường 13, Quận Bình Thạnh, Hồ Chí Minh",144 m²,5 phòng,5 phòng,4 tầng,Sổ đỏ/ Sổ hồng,20/03/2026
"Chính chủ bán nhà hẻm ô tô Tân Sơn Nhì Tân Phú, 70m2, 3 tầng, giá 7.298 tỷ","7,3 tỷ","Đường Tân Sơn Nhì, Phường Tân Sơn Nhì, Quận Tân Phú, Hồ Chí Minh",70 m²,4 phòng,4 phòng,3 tầng,Sổ đỏ/ Sổ hồng,30/03/2026
"NHÀ MỚI XÂY ĐẸP LUNG LINH, F3-Q8 (Phường Chánh Hưng), HẺM XE HƠI, 4 TẦNG, 59M2, GIÁ 8,98 TỶ TL","8,98 tỷ","Đường Phạm Thế Hiển, Phường 3, Quận 8, Hồ Chí Minh",59 m²,4 phòng,5 phòng,4 tầng,Sổ đỏ/ Sổ hồng,25/03/2026
"Chính chủ bán căn góc HXT, Cư xá Phú Thọ Hòa, LLQ, DTSD 5x16m (80m2), DTCN 62m2 - 11,2 tỷ","11,2 tỷ","1G Lạc Long Quân, Đường Cư xá Phú Thọ Hòa, Phường 5, Quận 11, Hồ Chí Minh",62 m²,3 phòng,3 phòng,2 tầng,Sổ đỏ/ Sổ hồng,28/03/2026
"Bán khách sạn Cách Mạng Tháng Tám, Quận 3, 207m², 33 phòng, giá 70 tỷ",70 tỷ,"Đường Cách Mạng Tháng Tám, Phường 10, Quận 3, Hồ Chí Minh",207 m²,33 phòng,N/A,6 tầng,Sổ đỏ/ Sổ hồng,21/03/2026
ĐỖ NHUẬN 52m2 NHÀ CẤP 4 P.SƠN KỲ TÂN PHÚ HẺM XE HƠI THÔNG GIÁ TỐT 5.8 TỶ,"5,8 tỷ","Hẻm xe hơi, Phố Đỗ Nhuận, Phường Sơn Kỳ, Quận Tân Phú, Hồ Chí Minh",52 m²,N/A,N/A,N/A,N/A,29/03/2026
Bán nhà 3 tầng ngay Trần Não xe hơi đậu trước nhà 4.5x11 - 11 tỷ,"11,8 tỷ","Đường Trần Não, Phường An Khánh, Quận 2, Hồ Chí Minh","50,4 m²",4 phòng,4 phòng,3 tầng,Sổ đỏ/ Sổ hồng,25/03/2026
"Nhà 4.5x16m, hẻm ôtô thông, 3 tầng, 4PN, khu Lê Trọng Tấn - đường số 16, giá 6.x tỷ",Thỏa thuận,"Đường Số 16, Phường Bình Hưng Hòa, Quận Bình Tân, Hồ Chí Minh",72 m²,4 phòng,4 phòng,3 tầng,Sổ đỏ/ Sổ hồng,24/03/2026
Khu Chiến Lược - Bình Trị Đông - 72m2 - Giá Tốt Trong Khu Vực,"6,2 tỷ","Đường Chiến Lược, Phường Bình Trị Đông, Quận Bình Tân, Hồ Chí Minh",72 m²,3 phòng,3 phòng,2 tầng,Sổ đỏ/ Sổ hồng,25/03/2026
"Nhà 5 tầng, ngang 5.5m, Nở hậu, ô tô thông, giá rẻ","11,98 tỷ","Đường Tân Hòa Đông, Phường 14, Quận 6, Hồ Chí Minh",91 m²,6 phòng,5 phòng,5 tầng,Sổ đỏ/ Sổ hồng,02/03/2026
"Cần bán gấp căn nhà P. Tân Hưng Thuận, Q12, DT: 3m x 6m, 1 trệt, 1 lầu giá 2,6 tỷ","2,6 tỷ","Phường Tân Hưng Thuận, Quận 12, Hồ Chí Minh",18 m²,2 phòng,N/A,2 tầng,Sổ hồng,29/03/2026
"Chủ bán nhà đường 5,8m, Nguyễn Tất Thành - Q.4, Giá 3tỷ388/65,8m2, cho thuê 20tr, gần cầu Khánh Hội",Thỏa thuận,"Đường Nguyễn Tất Thành, Phường 13, Quận 4, Hồ Chí Minh","65,8 m²",3 phòng,4 phòng,2 tầng,Sổ đỏ/ Sổ hồng,28/03/2026
"Bán nhà hẻm ô tô đậu trong nhà đường Man Thiện 76m2 ngang 4m giá 5,5 tỷ","5,5 tỷ","Đường Man Thiện, Phường Tăng Nhơn Phú A, Quận 9, Hồ Chí Minh",76 m²,2 phòng,1 phòng,1 tầng,Sổ đỏ/ Sổ hồng,30/03/2026
"Bán nhà riêng ngay trường học Bình Tân, hẻm thông 10m, kinh doanh thoải mái- SHR công chứng ngay","6,5 tỷ","Đường An Dương Vương, Phường An Lạc, Quận Bình Tân, Hồ Chí Minh",60 m²,2 phòng,2 phòng,2 tầng,Sổ đỏ/ Sổ hồng,29/03/2026
Chủ người hoa bán nhà Trần Phú Quận 5 3 lầu 88m2 sổ sạch hẻm xe hơi di chuyển các quận,Thỏa thuận,"Đường Trần Phú, Phường 4, Quận 5, Hồ Chí Minh",88 m²,4 phòng,4 phòng,4 tầng,Sổ hồng riêng,27/03/2026
"Hẻm xe tải tránh sát Đặng Minh Trứ, Tân Bình, 30m2, 2PN, chỉ 4 tỷ nhỉnh",Thỏa thuận,"Đường Đặng Minh Trứ, Phường 10, Quận Tân Bình, Hồ Chí Minh",30 m²,N/A,N/A,2 tầng,Sổ hồng,29/03/2026
"Bán nhà Quận 8, Bình Đông, nhà cấp 4, ngang 4,6m nở hậu 11m, SD 190m2, chỉ nhỉnh 7 tỷ","7,8 tỷ","Đường Bình Đông, Phường 13, Quận 8, Hồ Chí Minh","50,6 m²",N/A,N/A,N/A,Sổ đỏ/ Sổ hồng,21/03/2026
Bán nhà xây mới cao cấp đường lạc long quân Q11 gần chợ bình thới,"8,7 tỷ","Đường Lạc Long Quân, Phường 3, Quận 11, Hồ Chí Minh",40 m²,4 phòng,4 phòng,5 tầng,Sổ đỏ/ Sổ hồng,20/03/2026
"VIP Q.1, Nhà đẹp 6 tầng, thang máy, DT 90 m2, (6x15), giá tốt","29,5 tỷ","Đường Phạm Viết Chánh, Phường Cầu Ông Lãnh, Quận 1, Hồ Chí Minh",90 m²,8 phòng,9 phòng,6 tầng,Sổ đỏ/ Sổ hồng,21/03/2026
Nhà mới 3 tầng (4.2x9m) gần đường Phạm Hùng P.Chánh Hưng Quận 8,"5,8 tỷ","Đường Phạm Hùng, Phường 9, Quận 8, Hồ Chí Minh",34 m²,N/A,N/A,3 tầng,Sổ hồng,26/03/2026
Nhà hẻm 3m Dương Bá Trạc P1 Q8,"5,28 tỷ","Đường Dương Bá Trạc, Phường 1, Quận 8, Hồ Chí Minh",32 m²,3 phòng,3 phòng,4 tầng,Sổ đỏ/ Sổ hồng,25/03/2026
"VIP Q.10, Nguyễn Tiểu La, nhà 5 tầng, ngang 6 m, giá cực tốt",19 tỷ,"Đường Nguyễn Tiểu La, Phường 8, Quận 10, Hồ Chí Minh",73 m²,N/A,N/A,5 tầng,Sổ đỏ/ Sổ hồng,24/03/2026
"Q1, 70m ra MT Võ Thị Sáu, KQH, nhà mới ở ngay 3 tầng BTCT, gần 45 m2 chỉ 8 tỷ hơn","8,35 tỷ","Đường Võ Thị Sáu, Phường Đa Kao, Quận 1, Hồ Chí Minh","43,3 m²",3 phòng,4 phòng,3 tầng,Sổ đỏ/ Sổ hồng,18/03/2026
"Bán nhà hẻm Tân Hóa - gần Đầm Sen, dt: 5x15m 4 lầu.","9,99 tỷ","Phường 3, Quận 11, Hồ Chí Minh",68 m²,6 phòng,4 phòng,3 tầng,N/A,20/03/2026
NHÀ MỚI LUNG LINH GẦN CHỢ BÀ HOM 83M 3 TẦNG 5PN TẶNG FULL NỘI THẤT NHỈNH 7 TỶ HẺM XE HƠI,"7,99 tỷ","Đường Bà Hom, Phường 13, Quận 6, Hồ Chí Minh",83 m²,5 phòng,6 phòng,3 tầng,Sổ đỏ/ Sổ hồng,16/03/2026
Bán nhà sát MT Lũy Bán Bích - Tân Phú hẻm xe hơi DT: 17m2 | 1 trệt 1 lửng,2 tỷ,"Đường Lũy Bán Bích, Phường Phú Thọ Hòa, Quận Tân Phú, Hồ Chí Minh",17 m²,1 phòng,2 phòng,1 tầng,Sổ đỏ/ Sổ hồng,30/03/2026
"Nhà đẹp 5 tầng, ngay trung tâm Q6, gần mặt tiền đường, full nội thất cao, 6,8 tỷ","6,8 tỷ","Đường Hậu Giang, Phường 2, Quận 6, Hồ Chí Minh",49 m²,3 phòng,4 phòng,5 tầng,Sổ đỏ/ Sổ hồng,20/03/2026
"Quá rẻ chỉ ""82tr/m2"" - Bán đất tặng nhà 2 tầng 143m2 (4m/8m x 30m) - Hẻm xe tải 6m gần Hàng Xanh","11,6 tỷ","Đường Xô Viết Nghệ Tĩnh, Phường 26, Quận Bình Thạnh, Hồ Chí Minh",143 m²,2 phòng,2 phòng,2 tầng,Sổ đỏ/ Sổ hồng,21/03/2026
THẬT 100% RẺ HƠN 30% 12x20m. 4 TẦNG CN: 220m².VUÔNG HẺM 8M NGUYỄN VĂN TRỖI. PHÚ NHUẬN,"36,9 tỷ","Đường Nguyễn Văn Trỗi, Phường 10, Quận Phú Nhuận, Hồ Chí Minh",220 m²,9 phòng,9 phòng,4 tầng,Sổ đỏ/ Sổ hồng,28/03/2026
Nhà đẹp vị trí vàng ở ngay - Phạm Văn Bạch 2T full nội thất nhỉnh 5 tỷ,"5,1 tỷ","Đường Phạm Văn Bạch, Phường 15, Quận Tân Bình, Hồ Chí Minh",60 m²,3 phòng,3 phòng,2 tầng,Sổ đỏ/ Sổ hồng,30/03/2026
"Cực kỳ hiếm! Khu Nguyễn Đình Chiểu, Đa Kao, Q1 - 4,35 x 15,2m - Hầm 6 tầng - 45tr/th - Chỉ 21 tỷ",21 tỷ,"Đường Nguyễn Đình Chiểu, Phường Đa Kao, Quận 1, Hồ Chí Minh","52,8 m²",N/A,N/A,6 tầng,Sổ đỏ/ Sổ hồng,27/03/2026
"NHÀ QUÁ ĐẸP-TÂN BÌNH GẦN LÝ THƯỜNG KIỆT-61M2-4TẦNG-(5X13,5M)-CHỈ HƠN 7TỶ","7,9 tỷ","Phường 8, Quận Tân Bình, Hồ Chí Minh",61 m²,4 phòng,5 phòng,4 tầng,Sổ đỏ/ Sổ hồng,29/03/2026
"Bán nhà sát đường Đào Duy Anh, sát công viên Gia định, 4 tầng BTCT, ngang 6m, nhỉnh 5 tỷ.","5,2 tỷ","Đường Đào Duy Anh, Phường 5, Quận Phú Nhuận, Hồ Chí Minh",32 m²,3 phòng,4 phòng,4 tầng,Sổ đỏ/ Sổ hồng,30/03/2026
Bán nhà mặt tiền đường ô tô thông gần Nguyễn Duy Trinh Quận 2 ngang 8.6m sân đậu ô tô hỗ trợ vay,"6,98 tỷ","Đường 5, Phường Bình Trưng Đông, Quận 2, Hồ Chí Minh","73,3 m²",3 phòng,2 phòng,2 tầng,Sổ đỏ/ Sổ hồng,28/03/2026
"Bán Nhà Siêu Hiếm Nằm Ngay Hòa Bình, Tân Phú - 76,5m, Giá 5 Tỷ 320 Triệu, Ở Hay Cho Thuê Đều Được","5,32 tỷ","Đường Hòa Bình, Phường Tân Thới Hòa, Quận Tân Phú, Hồ Chí Minh","76,5 m²",4 phòng,5 phòng,4 tầng,Sổ đỏ/ Sổ hồng,30/03/2026
Quận 3 - CMT8 - 69.1m2 - 12 tỷ - dòng tiền 10 trđ/tháng - ngang hiếm 5.65m - nở hậu,12 tỷ,"Đường Cách Mạng Tháng Tám, Phường 10, Quận 3, Hồ Chí Minh","69,1 m²",5 phòng,1 phòng,2 tầng,Sổ đỏ SDC.,20/03/2026
"Nhà ngang siêu khủng gần 5m giá 6TỶ770 Lê Văn Sỹ ,Q.3 quá đẹp để cho thuê ngay vị trị đẹp HXH","6,77 tỷ","Đường Lê Văn Sỹ, Phường 14, Quận 3, Hồ Chí Minh",43 m²,2 phòng,2 phòng,1 tầng,Sổ đỏ/ Sổ hồng,21/03/2026
"Bán nhà hẻm 59 đường Mã Lò, P. Bình Trị Đông A, Bình Tân, 4x8,4m, giá 3,65 tỷ","3,65 tỷ","Hẻm 59, Đường Mã Lò, Phường Bình Trị Đông A, Quận Bình Tân, Hồ Chí Minh","33,6 m²",2 phòng,4 phòng,N/A,Sổ đỏ/ Sổ hồng,30/03/2026
NHỈN 6 TỶ SIÊU PHẨM NHÀ MỚI 80M2 DT 4X20 2 TẦNG ĐÚC BTCT 3PN HẺM 5M HÒA BÌNH LH0936 999 ***,"6,6 tỷ","Đường Hòa Bình, Phường Hiệp Tân, Quận Tân Phú, Hồ Chí Minh",80 m²,3 phòng,3 phòng,2 tầng,Sổ đỏ/ Sổ hồng,30/03/2026
"Nhà 1 Lầu Mới Hoàn Thiện Full Nội Thất Đẹp Hẻm 3M Huỳnh Tấn Phát, Q7 - cách HXH chỉ 30m","5,5 tỷ","Huỳnh Tấn Phát, Phường Tân Thuận TP. Hồ Chí Minh, Đường Huỳnh Tấn Phát, Phường Bình Thuận, Quận 7, Hồ Chí Minh",46 m²,2 phòng,2 phòng,2 tầng,Sổ đỏ/ Sổ hồng,29/03/2026
Bán nhà DT 4.5 x 15m HXH Đồng Đen - Nguyễn Hồng Đào - nhà cấp 4 giá chỉ 8.2 tỷ TL,"8,2 tỷ","Đường Đồng Đen, Phường 14, Quận Tân Bình, Hồ Chí Minh","61,6 m²",2 phòng,3 phòng,2 tầng,Sổ đỏ/ Sổ hồng,28/03/2026
"Bán nhà đẹp 3 lầu HXH Hậu Giang, P11, Quận 6, DT:30m2, hẻm ôtô đỗ cửa, giá 6.5 tỷ","6,5 tỷ","Đường Hậu Giang, Phường 11, Quận 6, Hồ Chí Minh",90 m²,N/A,N/A,N/A,Sổ đỏ/ Sổ hồng,20/03/2026
"Chính chủ bán nhà tại XVNT - DTSD 58m2, hẻm xe tải tránh nhau thông ra Nguyễn Gia Trí (D2)","4,8 tỷ","hẻm 860, Đường Xô Viết Nghệ Tĩnh, Phường 25, Quận Bình Thạnh, Hồ Chí Minh",26 m²,2 phòng,2 phòng,2 tầng,Sổ đỏ/ Sổ hồng,29/03/2026
